"RUL","x.slope","x.seg.sd","x.seg.skewness","x.seg.kurtosis","x.max","x.skewness","x.kurtosis","x.spec1","x.spec1.f","x.spec2","x.spec2.f","x.spec.mean","x.spec.var","x.spec.skewness","x.spec.kurtosis"
37645,3.49676698546385e-05,114.401788582038,1.9711981627649,3.86822800403963,0.685894,0.444984873977087,0.0378794835712282,0.069657173796158,0.00166666666666667,0.0617641500278137,0.0433333333333333,0.00807794571785787,7.84522879984184e-05,2.80734946349108,12.4543424970117
57885,4.88120144778181e-05,145.654390874521,-0.346683547652488,-0.919045025588832,0.569233,0.772857540513756,0.776313335840611,0.031779882710791,0.00166666666666667,0.0216587106248872,0.0183333333333333,0.0045903970989968,2.22332300896191e-05,1.86424255539018,4.65810703757536
57557,-1.11304332512036e-05,94.4277935098269,1.21102087565336,1.17834265429289,0.605592,0.896552133202627,0.996928746176317,0.159557594429637,0.00166666666666667,0.0274310718825498,0.481666666666667,0.0055401251805168,0.000104374793708136,11.6414228200315,170.630873811603
39230,-4.73289400803891e-06,178.396311347626,0.225712082681735,-1.39785363204973,0.698086,0.70914121615748,0.659499139978416,0.0566069611602653,0.111666666666667,0.0408955603558796,0.188333333333333,0.00776714864616462,6.46118427887759e-05,2.07574302473642,6.16806991574031
64804,-1.49472897702492e-05,156.213209001885,0.425662679600789,-1.08558372533404,0.662834,0.830173434853723,1.16752547987732,0.0688217555041322,0.00166666666666667,0.0339362817529196,0.311666666666667,0.00614472834392488,4.60563162424771e-05,3.68691211796373,24.9695829848097
65671,1.24482729674252e-05,157.446523595181,-0.293877153900101,-0.551023166939868,0.64276,0.709085551243195,0.548791534823415,0.0356143571166266,0.373333333333333,0.0350292684332792,0.485,0.0058250654363278,3.78020094040282e-05,2.0860162285377,5.42999541523668
24611,6.82219328387046e-06,108.832982968483,0.0332242108844481,-0.898473603360373,0.840619,0.425659098749801,0.0805971005565937,0.509065674385652,0.121666666666667,0.0818136060789123,0.245,0.014308072056044,0.000977111282109501,13.3719661048156,207.762539582439
9913,0.000364398982386062,96.594134918145,0.750645160455943,2.04706208765927,1.417872,0.522374596099111,0.0646448346716575,3.4233978483056,0.00166666666666667,0.853510735770948,0.123333333333333,0.0526880362654986,0.0437273092186764,14.4049899249403,224.972205370115
18175,6.97366407684463e-05,75.192238477603,0.0826514052410652,-0.798585612705898,1.089879,0.442388009426436,0.0818786238881608,0.241815852591033,0.123333333333333,0.135512953430503,0.455,0.0239318644313089,0.000647425872013052,3.12987964233613,18.7121904660042
46261,-2.8370436001211e-05,127.805558836716,-0.0446954225112409,-1.14511805420094,0.67395,0.798293997656406,1.45994736591377,0.0466072900277236,0.00333333333333333,0.0284166232842041,0.0316666666666667,0.00557484843391706,3.83918279386862e-05,2.31432416399225,7.80204967607025
33981,-1.82330790641084e-05,150.375497871317,-0.0417997483810791,-1.30420336957302,0.794972,0.75962083537277,0.853898035597949,0.352894213135118,0.116666666666667,0.151453589884375,0.118333333333333,0.0111862297116717,0.000573958006337764,10.6926266875194,140.819567142625
70275,2.71410530862583e-05,163.350686235648,-0.175304329807997,-1.51420567709873,0.588455,0.592423353248651,0.511508419448978,0.0619534817108614,0.00166666666666667,0.0287121629479715,0.00333333333333333,0.00465669237425662,2.91189258121513e-05,4.91927772897588,42.9372620929948
61179,1.13485957183216e-05,128.090890706761,1.33794877189208,1.39196082560216,0.594003,0.515055390448251,-0.00711558917306743,0.0487808922642462,0.0783333333333333,0.0308869406863003,0.433333333333333,0.00538413410978542,3.33517884241945e-05,2.63130527120156,11.8043853004876
23335,4.94397051102922e-05,146.351832835667,-0.0838073831417546,-1.54489275185039,0.99828,0.776862106607923,0.817376485057118,0.342759517837279,0.12,0.172137930281495,0.00333333333333333,0.0202822386831322,0.000893402434531255,5.56603726847195,47.7408089067486
12724,-0.000111845997961106,119.131062280163,0.211148179035501,-0.525112635065597,1.265747,0.485576719018686,-0.0484959381825942,1.66635823376985,0.121666666666667,0.215619750179721,0.131666666666667,0.0399591126259642,0.0101957472464424,14.0678875334871,222.973334449785
84324,-3.72547910688642e-05,176.861892538382,-0.0936089450705852,-1.63532942617278,0.331736,0.427751232345696,-0.0455412678471134,0.0244027851037746,0.0883333333333333,0.0216633860604109,0.005,0.00171191511079799,6.03164103496161e-06,5.24339888897475,39.1584538950078
72863,1.04006936685936e-05,133.655249827501,-0.439005877166092,-0.53745024846335,0.47598,0.63116298659913,0.604984596524127,0.0194014431801942,0.18,0.0145786370182273,0.493333333333333,0.00290803954418113,7.8413704744471e-06,1.77367195168185,4.8088706219972
80024,-1.40743729010359e-05,86.875662194991,0.309841709390541,-0.489437496659564,0.356942,0.419454350371778,0.344152678472331,0.0201586666952318,0.0616666666666667,0.0122677698660645,0.0916666666666667,0.00157006813246799,3.84560393970781e-06,4.27316196162446,29.9957598092902
46416,-2.39799823610622e-05,135.516483836116,-0.116971838906152,-1.1732353518003,0.67395,0.790958511009582,1.4344948708284,0.04210749197489,0.108333333333333,0.0368681862447097,0.0316666666666667,0.00565156876546195,4.13094241101387e-05,2.24491660709448,6.49253023074669
24484,7.62004416956715e-05,138.078990770891,-0.524372449882449,-0.901832146543336,0.86901,0.402514302380429,-0.113579605418644,0.391676106791582,0.121666666666667,0.175648655424765,0.00166666666666667,0.0162085819576191,0.000751050946163965,9.48617185061228,119.582635171335
63736,-4.70624560068214e-06,125.429734329497,0.0283740961874737,-1.38605251309124,0.679649,0.820874843650263,1.06633725128569,0.0376488715006131,0.29,0.0372195832569113,0.0866666666666667,0.00608855820498875,3.47991968237008e-05,1.87885127173841,5.18229644897416
32630,1.093542682063e-05,165.283959397283,0.57792999171585,-0.90137472858659,0.760859,0.450412829711481,0.0896811392632806,0.18109961952112,0.116666666666667,0.124283081614672,0.115,0.0113329382402236,0.000277061480379153,5.68850361435458,45.6457632942905
85264,-1.706423078953e-05,101.641155573852,-0.174017826380015,0.0601674796250267,0.417531,0.60124162705842,0.442976643269117,0.0259324009255616,0.0216666666666667,0.0232401823695072,0.00166666666666667,0.00221593447847278,8.40765242008968e-06,4.19215842052058,25.659143054071
78527,5.76308734190918e-06,160.583852666991,1.01750948382351,0.171160562297294,0.367443,0.339757191313417,0.0168966444363505,0.0189643027952343,0.0616666666666667,0.0182553059014616,0.09,0.0019035908886358,5.23650388062618e-06,3.51019807663618,19.1955848072608
17200,0.000160799139469832,136.672806526961,-0.037945899053024,-1.03391931504394,0.993689,0.371177705874567,-0.213391770718899,0.71797855184385,0.00166666666666667,0.22162256125356,0.121666666666667,0.0210762309414391,0.00216198537856995,11.7402314565885,168.045915638273
65668,1.58161341837064e-05,145.055324513826,-0.187882499773652,-0.540707249479289,0.64276,0.712980124221694,0.56504026290155,0.0365013072846593,0.373333333333333,0.034335861967416,0.00666666666666667,0.00580742715474875,3.6406056378611e-05,2.05289667645317,5.26876699577225
54048,-1.80951382364952e-05,130.07098794413,1.26486532985277,0.400460424149253,0.603459,0.855116632108162,1.40988917084008,0.0430622393775169,0.00166666666666667,0.0310534754523162,0.353333333333333,0.00542604957232928,3.5093813331458e-05,2.40141597752869,7.90046371406309
48952,5.76724118678103e-06,125.411544244795,-0.283350565711059,-0.92382019993966,0.572667,0.584211439240475,0.295691335675388,0.0282163249795007,0.0116666666666667,0.0218021622234474,0.09,0.00461114826404798,1.93245734155203e-05,1.74310821764068,4.01967412827569
69047,9.91498951385991e-06,123.070002883546,-0.153560585561255,-1.41266536814602,0.645504,0.770979275020011,0.907768630557243,0.0340612347086536,0.08,0.0309050211424824,0.226666666666667,0.00551482888320173,2.9336366230614e-05,2.02692888558867,5.50187008443906
37485,-1.7281546309851e-05,148.985168288134,-0.773858877207321,-0.386120300349693,0.699722,0.497674252321091,0.304286250510843,0.0691546243814895,0.113333333333333,0.0400263616806704,0.0283333333333333,0.00854225587721173,8.11900958328855e-05,2.13008373439894,7.38985784446491
28433,2.33738688440801e-05,119.215875305787,0.0404102209919254,-1.15481503988898,0.907658,0.936262875002501,1.43770983253351,0.204308124349106,0.118333333333333,0.108387112106117,0.12,0.013664112331144,0.00032000487547801,5.41439513160879,46.1014319104961
57700,8.02043436509546e-05,132.2857672485,-0.37153864753095,-0.550090716470595,0.605592,0.852564443158003,0.863780891096674,0.154194706164247,0.00166666666666667,0.0350852298628791,0.00833333333333333,0.00543443271874039,9.87424720979142e-05,11.4445216951878,166.036357485249
66915,3.41009552804312e-06,174.832431547694,-0.283071716170522,-1.04531821763346,0.618842,0.731486107669654,0.61645160246824,0.0422668718248352,0.00166666666666667,0.0308662662920993,0.245,0.00545258837831944,3.72132750750583e-05,2.29949560603267,6.80961223808161
30141,-0.00010603328364801,66.6015368132174,0.837977765313292,0.343541405596833,0.876002,0.726988456270494,1.03168241355841,0.192071949390205,0.00166666666666667,0.179344851254279,0.233333333333333,0.0137077882036461,0.000450492801100008,4.9518471384631,32.5570530487459
78287,2.38446202906119e-05,166.754926846872,-0.437526368493022,-1.22170337492821,0.373962,0.499770004949623,0.382041139998309,0.015738473428814,0.00166666666666667,0.0152270884588803,0.09,0.00224461284512958,6.78947590156705e-06,2.30287677422303,6.551404970047
17783,-0.000118436947213742,179.50436814133,-0.118395681666396,-1.42161530778667,1.089879,0.513437601888162,0.202901907060046,0.226238540046901,0.246666666666667,0.205922628114393,0.121666666666667,0.0244748794116141,0.000954822912108169,3.30364810982467,15.0289154525803
110,0.000107012652118479,138.720807739863,1.58599399994437,1.52523667953213,2.444041,0.356407493749486,0.5178995433125,4.3805662542882,0.128333333333333,0.977314830003262,0.126666666666667,0.112415538181282,0.0756539061252643,12.7580265040688,192.159859542416
83286,4.60400967780456e-06,145.982375210345,0.236304911868438,-1.19962604403944,0.335114,0.431743913967782,0.0205977698507684,0.011076881636828,0.181666666666667,0.0103710530012295,0.09,0.00171067411813724,3.25923425553704e-06,2.30453493570889,7.11015161172324
44531,5.67671091308586e-05,183.84796412537,-0.241323228039915,-1.35198265004203,0.813479,1.01460806174357,3.85458464165203,0.0710260474462642,0.00166666666666667,0.0430718222975646,0.00333333333333333,0.00623390390083547,5.65499611766944e-05,3.63702325971774,21.4922953379248
43641,6.49130475084652e-05,91.3550620842712,-0.526305326715979,-0.540055629785977,0.59735,0.554769429828157,0.358822486781045,0.0565679391867675,0.00166666666666667,0.0488331980074038,0.00333333333333333,0.00540809140148395,4.67734575851935e-05,3.83697529252171,20.8042396513718
55791,-6.66359537109815e-06,162.323513629182,-0.424262021561438,-1.14820201678538,0.579534,0.709870952614302,0.583874952875472,0.0266414056289999,0.181666666666667,0.0220797496067334,0.301666666666667,0.00525499511926666,2.83491969608083e-05,1.51896213433717,1.77091316759594
19726,-6.1211048752913e-05,130.391229487542,-0.216283714119356,-1.45090223430985,1.15907,0.762548245988975,0.815765973499335,0.529760696075589,0.12,0.186327334219849,0.121666666666667,0.0250709896433786,0.00150692964927296,8.14920314057895,95.7659131195632
58503,3.41742657618492e-06,153.801890901971,-0.3379978501222,-1.15139040832919,0.621094,0.955238422789719,1.55359938076415,0.0290511845929402,0.473333333333333,0.0233877391252866,0.135,0.00480288047899066,2.49551771769053e-05,1.75939198479217,3.22936321121722
36473,1.95249554026537e-05,120.00719276689,-0.0128142576860637,-1.31517304416182,0.687207,0.667742444780028,0.953872492964829,0.0641299390659196,0.115,0.0596688243036705,0.23,0.00704353331318053,5.80148266876361e-05,3.26351527639405,18.0950138258681
81586,1.18974104094734e-05,178.910887569921,0.770075095153739,-0.848648078417649,0.362777,0.534783040910121,0.183659582821484,0.0192293865218447,0.09,0.0100810895178332,0.0566666666666667,0.00181449055878906,3.71157397102165e-06,3.46749173265554,22.9308132135509
7035,-0.000182705688376912,97.1364103384448,-0.960829240324437,1.60022727414797,1.534994,0.126881559564483,-0.3945495674073,0.553323557212017,0.00166666666666667,0.552647481790923,0.123333333333333,0.0575870878124031,0.00443492061301031,3.81340221681818,22.1222548142889
24977,1.84058919330331e-05,92.7968210662413,0.500748963944271,-0.834022807366769,0.861184,0.456766205551238,0.456632410076863,0.299140379995388,0.118333333333333,0.139460379999648,0.12,0.0134248634589102,0.000497573531224448,8.00380267166759,91.64366876653
8101,-1.02993749149301e-05,111.103285279959,-0.268293313397108,-0.649108631697207,1.822622,0.7893203286684,1.0110585902474,1.58532133004676,0.123333333333333,0.784488450132091,0.251666666666667,0.0638219438196737,0.0149199123643685,7.95151589707012,84.9644957801597
3909,0.000332817166408795,115.997228368816,-0.0361676153780236,-0.29309690871165,1.843567,0.370221718773458,0.250346175179755,3.31780530106819,0.00166666666666667,0.467257801874222,0.128333333333333,0.0670526297989132,0.0401610759253142,14.407669207992,229.524009499439
15531,3.87651243475709e-07,159.614161050332,0.203735550540173,-1.37358710107999,1.162691,0.549678569296114,0.0785432915309103,1.1386411493324,0.24,0.292901203678945,0.245,0.0368632026570928,0.00534048894439037,11.7216475667188,171.058811930057
9317,-0.000161061843310676,92.7687216376604,1.1586060408026,1.83427767677439,1.496165,0.553970812093092,0.471928496849498,0.556079029104603,0.00166666666666667,0.461866265255429,0.125,0.044152752317174,0.00368123009617513,4.27086568235746,26.0265701480155
15783,5.42184379401053e-05,134.5169347968,0.493511670969257,-1.0822467985,1.247285,0.443009593853368,0.180178612024535,0.429658824138709,0.24,0.340050808916143,0.238333333333333,0.0338365016967282,0.0016882973372734,4.86956241893401,37.8473608810575
27211,0.000142991385809405,178.067474966726,0.908816861419336,-0.536345166118761,0.919372,0.632736531483598,0.56087576707572,0.485527245796372,0.00166666666666667,0.264758392604375,0.118333333333333,0.0192080623782008,0.00129632077019163,8.86350829403133,100.959068894433
13990,-5.09621713671426e-05,153.240362488648,-0.448330902317295,-1.39851154772198,1.354727,0.477777797065268,0.674136603328579,0.752141192972479,0.245,0.626368344881506,0.121666666666667,0.0439976669130353,0.00451921619502184,6.49353218048039,58.2603255272615
56867,1.22973694649152e-05,100.717025166359,0.66837238866109,-0.11328562467085,0.631694,0.602962632184051,0.608830977457492,0.0210854357948484,0.0466666666666667,0.0204095966867365,0.385,0.00539555672075773,2.35356046096167e-05,1.08586987689558,0.405671840070016
27932,2.17620806724463e-05,143.994545555717,0.0295977305241251,-0.79056762798205,0.859511,0.590547453263747,0.0922900319782962,0.182683545232356,0.118333333333333,0.164215087724386,0.12,0.0139750855509053,0.000412564908693399,4.72662911128604,30.0419719793591
69890,2.48281110503085e-05,157.457621089055,0.142322660878581,-0.785250073598363,0.686392,0.831327603259417,1.81595281923414,0.0277710905262105,0.00333333333333333,0.0261077474036012,0.303333333333333,0.00492291497837653,2.26570975819012e-05,1.77406581995033,4.13602882145924
12910,-0.000150488239772888,164.557093548218,-0.582445966269551,-0.718860877158899,1.265747,0.434512578270958,-0.140050700978948,0.398991921598557,0.123333333333333,0.386109192011637,0.125,0.0371457886478865,0.00279363815417163,4.28003927441246,22.8634925316708
44441,2.62204821680059e-05,131.785474828076,-0.169340964025568,-0.656185495496045,0.813479,1.09889918132758,4.1986718985694,0.0444721074430574,0.0916666666666667,0.0338444010619673,0.09,0.00638088434647278,4.72556341784204e-05,2.07253609741516,4.97576108775842
46452,-2.42563657676829e-05,142.638454969124,-0.0827579988372296,-0.975451330982849,0.67395,0.670835678666016,1.09119149450699,0.0342831856497967,0.0633333333333333,0.0342130060342679,0.108333333333333,0.0055915642066312,4.04404220990071e-05,2.18248471013522,5.28596702961849
49393,-2.57641842060673e-05,167.71737620047,-0.416857194143631,-1.24498088462853,0.605331,0.619527211800611,0.709526694211601,0.0273797579332633,0.228333333333333,0.0269277001165918,0.451666666666667,0.00516874770311639,2.71471488208215e-05,1.66812850812053,2.89562225205392
31003,0.000114957105436404,85.274434425956,-2.51310964274006,6.49180974715489,0.854155,0.785876014460706,0.866828777681319,0.375335325047379,0.00166666666666667,0.140666735274877,0.00333333333333333,0.01572114145614,0.000744455680560126,8.45466000453707,101.167474645846
73882,6.87962544340393e-06,127.783524103298,0.144294831673921,-1.08483178877565,0.434868,0.753507897938393,1.09548636342818,0.0143910732770697,0.0616666666666667,0.013518749354253,0.155,0.00237097366756898,5.79792084983004e-06,1.88588118546741,4.38559539666253
14857,9.29786343850958e-05,131.918400488576,-0.223948141428137,-1.21047247652137,1.226558,0.650738701773462,0.274935264585261,0.579235040346313,0.121666666666667,0.467513723933813,0.12,0.0372614485405467,0.0028647273802322,5.75051080974439,47.8332846851846
52905,-1.54707494743041e-05,128.065286626358,0.699520185576647,-0.689530631510827,0.585836,0.756091409999419,0.56027679719772,0.0474539706510473,0.00166666666666667,0.031835247234918,0.105,0.00515304611361564,3.16660158672045e-05,2.91479024466135,13.704009232019
65353,2.12396484990236e-05,165.577931144375,-0.00691149104906497,-1.12259666739741,0.662834,0.686384205641799,0.235478840726844,0.0767673883898918,0.00333333333333333,0.0422667236383791,0.213333333333333,0.00678958823817058,5.76559607407809e-05,3.70367110800204,24.9988514759134
26452,-4.81883841621782e-05,127.035385807703,-0.251724427603106,-1.24486915769653,1.042646,0.89437880538459,1.56520837922253,0.25091961078173,0.121666666666667,0.184868582225937,0.241666666666667,0.0201719131477347,0.000707388985900432,4.3332857501228,27.2265982827311
10930,7.27952813202265e-05,131.51405768366,1.82100638806311,2.20126621316015,1.295426,0.456415255709812,0.264683025714957,0.273209017800957,0.123333333333333,0.171927004889061,0.125,0.0291092544226586,0.001112284116821,2.79947639349761,11.976683919844
83267,-3.73850169028257e-06,149.175638520488,0.295478072253679,-1.15726204328022,0.335114,0.416716453487747,0.0271422687629514,0.00940895250384001,0.166666666666667,0.00922448407412089,0.01,0.00169098622493986,2.97642258589862e-06,1.98574356248121,4.80395993645316
34743,-1.97689256636823e-05,158.709987083359,0.213626085237166,-0.947494683939838,0.742246,0.565301696825326,0.171104062245079,0.272755623325341,0.115,0.0493167712346832,0.118333333333333,0.00936764952742599,0.000305546513537484,11.6473034305617,170.388527820066
28977,6.09580922169227e-05,80.156097709407,0.612551922592112,-0.164978098820264,0.784316,0.639608617535341,0.464840622320452,0.0618654190453704,0.266666666666667,0.0592210385845561,0.395,0.0104932087411394,0.000127387279565187,2.10297067030986,4.97972355429058
3215,0.000108009939194275,106.938089904691,-0.0744201147524495,-1.0674900727064,1.858291,0.26273356995342,-0.346350521485042,0.582027628724782,0.0766666666666667,0.458700435428068,0.0433333333333333,0.0815029448742639,0.00927779161619934,2.17528050438801,5.13081635723839
53276,-2.66103366953791e-06,109.237781271604,-0.794624079508681,-0.366501481139415,0.585836,0.738601622350668,0.595468417451897,0.0294500724099322,0.456666666666667,0.0291355743035848,0.116666666666667,0.00517632406749091,2.76454426275156e-05,2.07235282417903,5.02694047298646
26602,-4.00168821580062e-05,171.918590890978,-0.343764382480919,-1.06070279378024,1.042646,0.705125480836757,0.949416733211541,0.177700449949917,0.121666666666667,0.136110893329212,0.12,0.0193403663378946,0.000495236101174244,3.00292360542043,13.2504050862047
31493,-3.48320763113231e-05,119.246531581081,-0.0237427191330075,-0.793690229945759,0.784466,0.4542874543159,-0.0175104228016671,0.357584314093936,0.115,0.264249975358618,0.116666666666667,0.012623049397424,0.000703388453376819,10.2661860824284,120.304062311778
27281,0.000158231353864872,131.50450903842,0.97476953445875,-0.289736336658686,0.919372,0.664387528371155,0.641269059185323,0.509728744310997,0.00166666666666667,0.297219566568008,0.118333333333333,0.0191227584733728,0.00140950149943777,9.22944476547136,106.494206880169
62648,7.16937305381396e-06,95.5529023256601,0.0215921086738109,-0.179845252772421,0.614071,0.667566101598679,0.570754729887438,0.0439038555633846,0.00166666666666667,0.0315632839537433,0.475,0.00566387898043986,3.09268167604577e-05,2.25399870731708,8.87705210404013
75749,-1.18095772766035e-05,182.467779282235,0.0615374849056168,-1.04840384365554,0.448143,0.915516474828356,1.37490192021338,0.0229371316613826,0.09,0.0145971833412399,0.126666666666667,0.00260133309731128,7.89078917265974e-06,2.57017900758621,10.6996234262352
55752,-9.55462554062639e-06,152.502826843052,-0.613701786360137,-0.959503061066088,0.579534,0.700027464456573,0.558268223965809,0.0284167566346134,0.181666666666667,0.0249355590299806,0.055,0.00528002173742791,2.91418165693012e-05,1.74257119782203,3.03564585129204
83927,-9.64476348545416e-06,181.752093064518,-0.415699482011547,-1.48966631136858,0.352663,0.60178956403297,0.277459090758111,0.0144559414487972,0.0883333333333333,0.0122174066583657,0.005,0.00179235320978839,3.91433001153928e-06,2.42160983725609,8.54647646083294
24033,-2.09808695857488e-05,92.8326763435238,0.305163208822758,-1.08031418119158,0.893208,0.259212324434198,-0.0414443476059363,0.190173424374744,0.438333333333333,0.0864898635761914,0.121666666666667,0.0165681293796559,0.00035360711181035,3.61700613735219,24.5587682382006
27103,7.08299954722097e-05,219.209792968593,0.50229091907918,-1.39687753717825,0.919372,0.631415098515102,0.497092921724025,0.23519577965387,0.238333333333333,0.223634100546097,0.00166666666666667,0.0194366988004576,0.000706029940843883,4.49576283399601,29.0796148601417
2856,-9.34492494423595e-05,107.238880166453,0.995991680215082,0.791162692407043,1.838142,0.217318486350421,-0.38340199530393,0.989366704298275,0.128333333333333,0.772636890034304,0.388333333333333,0.0812760840194779,0.0131363239654227,3.79959899656241,20.021755528684
26996,2.40256790713305e-05,140.026538837991,-0.983240135430075,-0.129580094051827,0.919372,0.608234325329712,0.223917718457535,0.390414153100996,0.12,0.207779858942011,0.238333333333333,0.0198246317542736,0.000910587836347762,7.33826218782623,79.203971903253
67793,-2.38092854702374e-05,127.845697959581,-0.69022282560274,-0.734136590900072,0.586787,0.492397683047939,0.263652885309395,0.0231698315448592,0.478333333333333,0.0219002973274804,0.123333333333333,0.00446341437951624,1.99280738437902e-05,1.62542367505733,2.62962944370153
41151,2.14498593884981e-05,126.216540993974,0.317268999856799,-1.313411896,0.686143,0.744538378359953,0.771694088566879,0.0476281511611311,0.11,0.0391537251647474,0.106666666666667,0.00829126333458639,6.44169378506828e-05,1.63748193333682,3.09836724919677
30932,0.000177323303703622,91.4982184340667,0.88868568768095,0.109018892667159,0.854155,0.703134126662114,0.502395245472977,0.647832291791928,0.00166666666666667,0.147334289634279,0.118333333333333,0.0169472259735031,0.00166745507988871,12.5971117844335,188.794581556196
