Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
146059,5922261,43,6,single,rented,no,Microbiologist,Kota[6],Rajasthan,6,14,1
39790,2229331,79,6,single,rented,yes,Petroleum_Engineer,Bidhannagar,West_Bengal,6,11,0
115222,3492662,66,7,single,rented,yes,Fashion_Designer,Coimbatore,Tamil_Nadu,7,13,0
217771,2643030,38,18,single,rented,no,Architect,Jaunpur,Uttar_Pradesh,8,10,0
152763,7829891,67,20,single,rented,no,Army_officer,Nagpur,Maharashtra,9,11,0
51192,9017508,40,17,married,rented,yes,Petroleum_Engineer,Amravati,Maharashtra,6,13,0
91401,8757398,31,6,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,6,14,0
9874,1113251,22,10,married,rented,no,Secretary,Bhopal,Madhya_Pradesh,10,10,0
65569,1755216,38,15,single,rented,no,Hotel_Manager,Haridwar,Uttarakhand,11,13,0
245838,5702442,39,4,single,rented,no,Flight_attendant,Lucknow,Uttar_Pradesh,4,11,0
87716,1857595,26,19,single,rented,no,Surgeon,Sikar,Rajasthan,12,13,1
90371,5301870,50,9,single,rented,no,Psychologist,Saharanpur,Uttar_Pradesh,4,11,0
198682,6127106,72,7,single,rented,no,Mechanical_engineer,Faridabad,Haryana,7,12,0
26873,315321,68,3,single,owned,no,Biomedical_Engineer,Aurangabad,Maharashtra,3,13,0
170037,6253045,75,7,single,rented,no,Consultant,Akola,Maharashtra,7,11,0
105498,8663784,42,9,single,rented,no,Architect,Satara,Maharashtra,9,10,0
126165,5764101,35,13,single,rented,no,Architect,Anand,Gujarat,13,11,0
240114,8038355,38,10,single,rented,no,Design_Engineer,Kota[6],Rajasthan,10,13,1
62817,3285395,72,19,single,rented,no,Artist,Kota[6],Rajasthan,13,12,1
66793,5792043,71,6,single,norent_noown,yes,Graphic_Designer,Panipat,Haryana,6,11,1
41523,9025787,27,9,single,rented,no,Firefighter,Farrukhabad,Uttar_Pradesh,3,14,0
134052,6987406,27,10,single,rented,no,Scientist,Agra,Uttar_Pradesh,8,11,0
92080,4706227,76,6,single,rented,yes,Technical_writer,Haridwar,Uttarakhand,6,14,0
13430,7871784,54,10,single,rented,yes,Dentist,Chinsurah,West_Bengal,10,12,0
201398,4400405,73,17,single,rented,yes,Biomedical_Engineer,Dharmavaram,Andhra_Pradesh,8,12,0
188392,8415149,30,19,married,rented,no,Artist,Darbhanga,Bihar,3,10,0
198282,3796471,29,1,single,rented,no,Aviator,Bhopal,Madhya_Pradesh,1,10,0
104973,6547688,27,5,single,rented,yes,Army_officer,Mango,Jharkhand,4,12,0
79325,4325297,26,19,single,rented,no,Comedian,Jalandhar,Punjab,11,10,0
37376,8658161,79,13,single,rented,no,Politician,Ozhukarai,Puducherry,13,10,1
171543,389508,49,0,single,rented,yes,Statistician,Silchar,Assam,0,12,0
99040,5423896,34,12,single,rented,no,Librarian,Uluberia,West_Bengal,5,12,0
213774,3134138,22,14,single,rented,no,Aviator,Pallavaram,Tamil_Nadu,8,13,0
207942,5360758,50,15,married,rented,yes,Air_traffic_controller,Guntur[13],Andhra_Pradesh,6,11,0
101212,551210,32,5,single,rented,yes,Comedian,Mangalore,Karnataka,3,10,0
50641,7951428,63,12,single,rented,yes,Hotel_Manager,Chinsurah,West_Bengal,8,11,0
176126,7347926,66,7,single,rented,no,Design_Engineer,Tadepalligudem,Andhra_Pradesh,6,12,1
130748,3745099,27,10,single,rented,no,Analyst,Barasat,West_Bengal,10,11,0
52748,8369802,43,7,single,rented,no,Secretary,Anand,Gujarat,6,13,0
46424,4631758,63,1,single,owned,no,Surveyor,Giridih,Jharkhand,1,11,0
53680,8758130,34,20,married,rented,no,Surgeon,Bhalswa_Jahangir_Pur,Delhi,9,10,1
18799,2182490,48,6,single,rented,no,Technician,Navi_Mumbai,Maharashtra,6,11,0
30293,7444228,43,16,single,rented,no,Economist,Gangtok,Sikkim,3,13,0
237551,4666801,61,17,single,rented,no,Graphic_Designer,Chandrapur,Maharashtra,6,14,0
122640,757592,23,5,married,rented,no,Consultant,Dehri[30],Bihar,3,10,0
102762,1185014,23,5,single,rented,no,Magistrate,Arrah,Bihar,5,13,0
229574,1321598,56,4,single,rented,yes,Industrial_Engineer,Bhilwara,Rajasthan,4,13,0
241002,4532247,24,4,single,rented,yes,Geologist,Thane,Maharashtra,4,12,0
51193,2672719,67,16,single,rented,no,Web_designer,Khammam,Telangana,14,10,0
18544,2421932,31,9,married,rented,yes,Surveyor,Surendranagar_Dudhrej,Gujarat,9,12,0
74951,6666406,79,4,single,rented,no,Graphic_Designer,Rohtak,Haryana,4,12,0
6160,6951975,54,3,single,rented,yes,Analyst,Hubliâ€“Dharwad,Karnataka,3,11,0
71225,4597007,48,0,single,rented,no,Consultant,Mahbubnagar,Telangana,0,10,0
133656,16890,21,8,married,rented,no,Economist,Farrukhabad,Uttar_Pradesh,7,13,0
4786,3482496,43,13,single,rented,no,Politician,Jhansi,Uttar_Pradesh,8,14,0
1522,9578850,57,13,single,rented,no,Microbiologist,Amravati,Maharashtra,11,11,1
23915,859890,30,2,single,rented,yes,Mechanical_engineer,Bhavnagar,Gujarat,2,11,0
100125,5795495,34,16,single,rented,no,Chartered_Accountant,Gangtok,Sikkim,12,14,0
181099,2774442,24,11,married,norent_noown,no,Mechanical_engineer,Karawal_Nagar,Delhi,11,14,0
101750,313244,59,10,single,rented,no,Civil_servant,Maheshtala,West_Bengal,10,14,0
5383,7315839,72,8,married,rented,no,Air_traffic_controller,Kamarhati,West_Bengal,8,14,1
228662,5430970,57,0,single,rented,no,Chartered_Accountant,Vijayanagaram,Andhra_Pradesh,0,13,1
207617,4507766,48,4,single,rented,no,Financial_Analyst,Hapur,Uttar_Pradesh,3,12,0
76009,9049657,25,12,single,rented,no,Geologist,Baranagar,West_Bengal,12,12,0
183627,6097344,27,16,single,rented,yes,Statistician,Kottayam,Kerala,10,14,0
172106,4040293,45,20,single,rented,no,Technology_specialist,Hindupur,Andhra_Pradesh,11,10,0
147376,9464294,42,9,single,rented,no,Computer_hardware_engineer,Rewa,Madhya_Pradesh,5,10,1
92089,4496096,55,17,single,rented,yes,Librarian,Bhilai,Chhattisgarh,13,13,0
79120,6428225,28,20,single,rented,no,Biomedical_Engineer,Mango,Jharkhand,7,14,0
46263,4181786,51,12,single,norent_noown,yes,Statistician,Korba,Chhattisgarh,4,13,0
229453,6919935,24,10,single,norent_noown,no,Psychologist,Bhopal,Madhya_Pradesh,6,13,0
74141,9360376,39,4,single,rented,yes,Surveyor,Giridih,Jharkhand,4,14,0
43976,1161425,45,14,single,rented,no,Biomedical_Engineer,Bongaigaon,Assam,13,13,0
22409,2601010,40,11,single,rented,no,Design_Engineer,Pondicherry,Puducherry,8,14,0
29269,1216848,60,9,single,rented,no,Computer_hardware_engineer,Muzaffarpur,Bihar,9,12,0
19062,6551671,23,20,married,rented,no,Chartered_Accountant,Vellore,Tamil_Nadu,8,12,0
97208,1106438,79,3,married,rented,no,Librarian,Serampore,West_Bengal,3,12,0
51581,2637176,68,4,single,rented,no,Geologist,Nizamabad,Telangana,4,12,0
161832,1191020,31,15,married,rented,yes,Official,Allahabad,Uttar_Pradesh[5],5,10,0
141645,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,1
175091,9846008,48,0,single,rented,no,Designer,Hazaribagh,Jharkhand,0,13,0
84997,7068566,49,9,single,rented,no,Designer,Singrauli,Madhya_Pradesh,9,11,0
14090,2474838,64,9,single,rented,no,Chemical_engineer,Chennai,Tamil_Nadu,8,10,1
103646,9829765,31,14,single,rented,no,Physician,Dewas,Madhya_Pradesh,12,14,0
239166,1017248,46,15,single,rented,yes,Lawyer,Tirunelveli,Tamil_Nadu,13,14,0
48071,5838703,76,5,single,owned,yes,Psychologist,Bidhannagar,West_Bengal,5,11,0
100829,9282657,57,17,single,rented,no,Web_designer,Sonipat,Haryana,3,14,0
234219,4124918,65,17,single,rented,no,Technician,Surendranagar_Dudhrej,Gujarat,11,13,0
106177,1864930,54,2,single,norent_noown,yes,Chartered_Accountant,Vellore,Tamil_Nadu,2,10,0
42663,3604122,49,3,single,norent_noown,no,Geologist,Bettiah[33],Bihar,3,10,1
173735,3443292,68,15,single,rented,no,Drafter,Nagercoil,Tamil_Nadu,5,12,0
32360,9518593,71,6,single,rented,no,Artist,Junagadh,Gujarat,6,13,0
225009,4863909,64,13,married,rented,yes,Web_designer,Srinagar,Jammu_and_Kashmir,5,14,1
15124,3356017,52,0,single,rented,yes,Civil_servant,Etawah,Uttar_Pradesh,0,14,0
2906,5867006,21,3,single,rented,no,Technology_specialist,Miryalaguda,Telangana,3,11,0
10224,9998070,58,13,single,rented,no,Secretary,Vijayanagaram,Andhra_Pradesh,13,13,0
103163,2608473,77,20,single,rented,no,Dentist,Muzaffarnagar,Uttar_Pradesh,6,13,0
202980,9511802,55,10,single,rented,yes,Official,Korba,Chhattisgarh,4,14,0
124333,3775604,46,11,single,rented,no,Surgeon,Proddatur,Andhra_Pradesh,5,11,0
75200,9307114,27,15,single,rented,yes,Chartered_Accountant,Avadi,Tamil_Nadu,13,10,1
137359,8426506,68,1,single,rented,yes,Biomedical_Engineer,Katni,Madhya_Pradesh,1,12,0
138107,8897257,65,12,single,rented,no,Fashion_Designer,Siwan[32],Bihar,5,14,1
194509,9775375,62,9,single,rented,no,Consultant,Sambalpur,Odisha,3,12,0
85629,3527423,54,11,married,rented,yes,Software_Developer,Junagadh,Gujarat,5,13,0
95877,9199020,63,12,single,rented,no,Surgeon,Bhilwara,Rajasthan,7,11,0
137470,8791008,31,20,single,rented,no,Psychologist,Cuttack,Odisha,9,11,0
118405,737394,50,6,single,rented,no,Technology_specialist,Ongole,Andhra_Pradesh,4,12,0
131996,2771449,59,6,single,rented,yes,Army_officer,Udaipur,Rajasthan,6,10,0
76727,7876459,73,3,single,rented,yes,Design_Engineer,Visakhapatnam[4],Andhra_Pradesh,3,12,0
71004,2176235,50,10,single,rented,no,Biomedical_Engineer,Hajipur[31],Bihar,3,11,0
169373,3287010,49,6,single,rented,yes,Financial_Analyst,Deoghar,Jharkhand,6,11,0
53812,8891745,58,11,single,rented,yes,Air_traffic_controller,Gwalior,Madhya_Pradesh,9,11,0
61574,424500,40,1,single,rented,no,Chef,Madanapalle,Andhra_Pradesh,1,10,0
134163,9601421,59,18,single,rented,no,Aviator,Ambarnath,Maharashtra,9,14,0
219952,2523890,45,20,single,rented,yes,Consultant,Varanasi,Uttar_Pradesh,12,14,1
10738,4590372,42,16,single,rented,no,Hotel_Manager,Shahjahanpur,Uttar_Pradesh,7,11,0
93638,2797000,52,6,single,rented,yes,Chef,Thrissur,Kerala,5,13,0
211500,9362365,23,19,single,rented,yes,Firefighter,Srikakulam,Andhra_Pradesh,11,13,0
218790,2914340,24,12,single,rented,yes,Flight_attendant,Muzaffarnagar,Uttar_Pradesh,5,10,1
66281,9434255,52,12,single,rented,no,Biomedical_Engineer,Vijayawada,Andhra_Pradesh,12,12,0
28457,3061413,75,6,single,rented,yes,Dentist,New_Delhi,Delhi,6,11,0
46729,3755504,59,14,single,norent_noown,no,Army_officer,Sambalpur,Odisha,8,12,0
171877,7475292,33,3,single,rented,no,Designer,Mango,Jharkhand,3,10,0
219918,8301552,46,4,single,rented,no,Official,Surendranagar_Dudhrej,Gujarat,3,13,0
58369,4937591,60,2,single,rented,no,Biomedical_Engineer,Buxar[37],Bihar,2,13,0
133519,1893263,61,12,single,rented,no,Chartered_Accountant,Pondicherry,Puducherry,7,10,0
8111,3290138,36,13,single,rented,no,Dentist,Jehanabad[38],Bihar,8,12,1
122341,4055817,39,14,single,rented,no,Drafter,Gurgaon,Haryana,4,14,0
224972,9299869,60,10,single,rented,no,Technology_specialist,Anand,Gujarat,8,13,0
45547,4859415,23,13,single,rented,no,Geologist,Bhilwara,Rajasthan,10,13,0
110753,7537859,61,8,single,rented,no,Surveyor,Anantapuram[24],Andhra_Pradesh,8,11,0
131838,6098816,64,10,single,rented,no,Designer,Siwan[32],Bihar,8,10,0
167857,6298839,34,19,married,rented,yes,Petroleum_Engineer,Bidar,Karnataka,5,13,0
112767,9137580,21,7,single,rented,no,Hotel_Manager,Aurangabad,Maharashtra,7,12,0
4653,1136298,22,6,single,rented,no,Web_designer,Solapur,Maharashtra,6,11,0
146012,6415225,54,13,single,rented,no,Flight_attendant,Firozabad,Uttar_Pradesh,3,13,0
130782,3598484,76,4,single,rented,no,Technology_specialist,Alwar,Rajasthan,4,11,0
46850,7021987,41,13,single,rented,yes,Physician,Imphal,Manipur,8,12,0
1210,2150637,62,18,single,rented,yes,Lawyer,New_Delhi,Delhi,10,10,0
8713,6326936,70,20,single,rented,no,Designer,Raurkela_Industrial_Township,Odisha,14,14,0
103877,3871972,26,10,single,rented,no,Engineer,Lucknow,Uttar_Pradesh,10,10,0
210547,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,1
219397,8237028,23,3,single,rented,yes,Architect,Gurgaon,Haryana,3,11,0
185675,3465762,55,13,single,rented,no,Psychologist,Khandwa,Madhya_Pradesh,7,10,0
232116,909829,33,2,single,rented,no,Petroleum_Engineer,Visakhapatnam[4],Andhra_Pradesh,2,10,0
32101,1456270,43,10,single,rented,no,Fashion_Designer,Mira-Bhayandar,Maharashtra,10,10,0
13461,6626617,21,16,single,rented,no,Civil_servant,Kozhikode,Kerala,9,13,0
38079,5273396,30,13,single,rented,no,Physician,Proddatur,Andhra_Pradesh,4,11,0
11873,9145188,54,18,single,rented,no,Firefighter,Dhanbad,Jharkhand,14,13,0
145829,6227811,60,14,single,owned,no,Economist,Sirsa,Haryana,12,12,0
16625,5867167,60,14,married,rented,no,Lawyer,Bilaspur,Chhattisgarh,6,12,0
145141,4040293,45,20,single,rented,no,Technology_specialist,Hindupur,Andhra_Pradesh,11,10,0
210965,9282569,77,10,single,rented,yes,Drafter,Anand,Gujarat,10,14,0
220736,1385284,57,0,married,rented,no,Technical_writer,Avadi,Tamil_Nadu,0,13,0
79904,6830726,29,20,married,rented,yes,Secretary,Rajkot,Gujarat,3,14,0
37545,4158240,38,8,single,rented,yes,Surgeon,Ludhiana,Punjab,8,11,0
147220,9391736,53,3,single,rented,yes,Librarian,Jodhpur,Rajasthan,3,10,0
108033,5909225,67,1,married,rented,no,Graphic_Designer,Vijayanagaram,Andhra_Pradesh,1,11,0
101247,6414837,40,3,single,rented,no,Geologist,Thrissur,Kerala,3,14,0
109962,9719853,61,14,single,rented,yes,Civil_servant,Mango,Jharkhand,3,13,0
177845,4240357,58,2,single,rented,yes,Designer,Bangalore,Karnataka,2,12,0
98367,2557697,59,18,single,rented,no,Graphic_Designer,Ichalkaranji,Maharashtra,8,14,0
71401,4915986,45,13,single,rented,yes,Technician,Alwar,Rajasthan,13,14,0
205944,4388557,43,8,single,rented,no,Geologist,Bharatpur,Rajasthan,7,13,0
90819,2307642,72,12,single,rented,no,Chartered_Accountant,Bulandshahr,Uttar_Pradesh,12,13,0
158122,8280263,28,16,single,rented,no,Flight_attendant,Aizawl,Mizoram,14,11,0
46858,283529,39,20,single,rented,no,Web_designer,Kurnool[18],Andhra_Pradesh,9,14,0
191010,270354,21,2,single,rented,no,Mechanical_engineer,Hosur,Tamil_Nadu,2,13,0
204482,8305013,45,0,single,rented,no,Statistician,Dehradun,Uttarakhand,0,11,0
13206,7123769,47,15,single,owned,no,Computer_hardware_engineer,Asansol,West_Bengal,9,12,0
10177,6415677,68,2,single,rented,no,Chemical_engineer,Nashik,Maharashtra,2,12,0
110477,659529,60,10,single,rented,no,Civil_engineer,Srinagar,Jammu_and_Kashmir,8,10,0
3468,4120478,68,4,single,rented,no,Librarian,Panihati,West_Bengal,4,14,0
248031,8120207,43,2,single,rented,yes,Civil_servant,Rajahmundry[19][20],Andhra_Pradesh,2,13,1
